,address,propertyType,bedrooms,detailUrl,location_lat,location_lng,property_id,index
11,"Rosslinnhe, Ballachulish, Arg PH49 4JX",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-322275?s=b544a8adef21523a6e964621db83bffa906092c2bd773d5fdbfede885747f360,56.68657,-5.18365,0e441b43-d26d-4fc0-b609-49e713824902,11
12,"Craigellachie, Loan Fern, Ballachulish, Argyll PH49 4JB",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-322266?s=2d9d6ba93461c6bec63a5c0e7956b81aa61225b686f68c9c62aa802622c44e0d,56.67685,-5.1309,717bf6c6-13f3-417c-8342-9516f1beabb5,12
13,"4, Lorn Cottages, Ballachulish, Argyll PH49 4JL",Unknown,2.0,https://www.rightmove.co.uk/house-prices/details/scotland-56680826-322272?s=1e38ae8416382e302dc23b38f681f778dbd132c6171353b8861fc4e4cc5e8cad,56.67491,-5.13678,57fc0b91-96d6-4a5f-b320-7757ed4f9c0a,13
14,"2, West Laroch, Ballachulish, Arg PH49 4JJ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-322269?s=2dd4cb4374ae71ad795b2a87f98e63e42277db39c6a450beb494496e0530b6bf,56.67521,-5.13909,97763b2a-0b58-40b8-8fca-082e1c79b955,14
15,"Tigh Bhan, Glencoe, Ballachulish, Argyll PH49 4HS",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20078026?s=40b6b9b684e9ec7afd36b4bf268a3786b5a03817124a02b9eb69560f5609bb1f,56.68245,-5.10131,158c2aa9-e116-47e9-82be-b3fa6fb871df,15
16,"9, Lorn Drive, Glencoe, Ballachulish, Argyll PH49 4HR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20078023?s=822832e95ef03b45eb2d5da8fe54cb4e1601296031b00226fc9b8a49f15527d6,56.68243,-5.10556,3f5a4a44-9bcc-43bd-9595-ca6ef6213806,16
17,"4, Maccoll Terrace, Ballachulish, Arg PH49 4JH",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-266436?s=1cdad2aa011a9ca6fe48a7e24dfa0afd267bcd23ca03610d6c796ac7dea0f256,56.67392,-5.1367,26a70d40-3f51-45d1-93de-0bf69bfcab9c,17
18,"14, Glenachulish, Ballachulish, Arg PH49 4JZ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-266439?s=07b587308276f201b25c83341ac760e7d66a4ab05fd54c1bf73e33d54c4584c2,56.68249,-5.19196,d00dc380-943f-422f-a71a-ba493b9fd62a,18
19,"Pier House, Tigh A' Phuirt, Ballachulish, Arg PH49 4HN",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-243669?s=fc075cce0b693858574d3f752f2e7d8f78b977066141a9582d62136aa202e246,56.68015,-5.11435,1e769801-316c-456a-979b-a0b65a5b60af,19
20,"St. Mundas Manse, Brecklet, Ballachulish, Argyll PH49 4JG",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20027392?s=d913745c5062fc3c8ed8332c597587912459c9a6d737976a6c5b2beef3c23e21,56.67295,-5.13253,b8bc1f9d-4687-4061-8b55-ffb28d9219e6,20
21,"13a, Carnoch, Glencoe, Ballachulish, Argyll PH49 4HS",Unknown,6.0,https://www.rightmove.co.uk/house-prices/details/scotland-51013375-20027389?s=ec62ac088d18a3f556b5cfa92db7fa0df69ad70bf46687b5eb04351df40b05cc,56.68245,-5.10131,85163e56-5dcd-4306-854b-b8747c7b22d4,21
22,"Woodend, Brecklet, Ballachulish, Argyll PH49 4JG",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20006176?s=896ae7b84868a31e890e024b7b3c9ac90693a9844ba065861491f3e3646eb5a2,56.67295,-5.13253,768f0a30-7bc7-4849-bbb4-0914c52b1202,22
23,"Lios Mhoire, Glencoe, Ballachulish, Argyll PH49 4HP",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-19987681?s=5081880bb03597a41f9c42a2af1bfa74ac898c0760c4ff74af0b8443d2cf1083,56.68306,-5.10577,4b4c041b-7a6d-4853-9115-95a0ed011cc0,23
24,"Dunearn, Brecklet, Ballachulish, Argyll PH49 4JG",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-19956727?s=06fca134f4677e46d1ed8df178c4fd6f3c3eb7db74942658bcbfae4e9f841f40,56.67295,-5.13253,38fa5185-2634-4fa8-b77d-b4ada935e097,24
25,"Old Police Station, Glencoe, Ballachulish, Arg PH49 4HP",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21554270?s=25db9e4893e3d31895f221e82c55de22b55d58b3a0ebdf936e82b54f47d339d3,56.68306,-5.10577,0148476b-a998-4028-907c-6c3e67aaa272,25
26,"42, West Laroch, Ballachulish, Argyll PH49 4JJ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-19898857?s=8bed87375168addf5ef3d6ee4aefa997058a5b811f7db26ea579b0efcd088806,56.67521,-5.13909,b1283404-a334-484c-b4f6-4a01a37ba1b1,26
27,"2 Altbeg, Glenetive, Ballachulish, Arg PH49 4JA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21490601?s=1aefa62a60b94cf2ca2219daac9dbddd6dc05ce426c32b52c648a5f49e6a403f,56.58993,-5.02579,873f7dda-3199-410e-940c-86bf9923ebe2,27
28,"Lower Carnoch, Glencoe, Ballachulish, Arg PH49 4HQ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21490592?s=4993539324da520a2a97acf3a2823520074e4895476734cbcbc5f7eed7c52e42,56.6831,-5.10039,a74eeca0-e484-4ab1-babc-3a2b52399ab7,28
29,"Plot 2, 22b, Lower Carnoch, Ballachulish, Arg PH49 4HS",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21490598?s=74deac20dd14234b65fd55a7f8c0e211fe579fd8f61a7d088d1b0b5f01b5245f,56.68245,-5.10131,691db132-04a7-4489-ab9d-b9ea24a0bb58,29
30,"Flat 1, Laroch House, Loan Fern, Ballachulish, Argyll PH49 4JE",Unknown,3.0,https://www.rightmove.co.uk/house-prices/details/scotland-48856691-21432851?s=377d1e409389bd25e6482114c477d50006e009210f32dfbccbbff5071f723481,56.67481,-5.13351,1126cc53-73e8-4bea-bd6e-94986c6f9ba0,30
31,"Tom Eachiann, West Larroch, Ballachulish, Arg PH49 4JJ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21395225?s=57ab8009481d874c2353cf02eec7aace67e0c71dc6922c5406be87aadcb2f83c,56.67521,-5.13909,3e23e19b-11af-4799-859a-2e47e1fc6216,31
32,"Bourtree, Loan Fern, Ballachulish, Arg PH49 4LB",Unknown,3.0,https://www.rightmove.co.uk/house-prices/details/scotland-46385713-21395228?s=ab9897f940a512bda105bece51536f83badd252fcc7b02290bc571188700af03,56.67488,-5.13433,d68b5e3e-4cba-4fff-84ca-ed6947c0f718,32
33,"Bhein Bhan, West Laroch, Ballachulish, Argyll PH49 4JQ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-19846141?s=53f926d46068cc3ae5a7fdb55517315b38e0cec99ecbbd12f85373dcb6fd523c,56.67377,-5.13538,8aab278b-143b-4273-81d9-28baf868b73d,33
34,"Tom Eachainn, West Laroch, Ballachulish, Argyll PH49 4JP",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-19846138?s=b0a654f5cd806102bee985b774b5d466632cc24d00973769723a36e9fea7a542,56.67655,-5.14296,d48dcf83-5ef7-4300-8f99-19cf98131333,34
35,"6 Strathcona Cottages, Lorn Drive, Glencoe, Ballachulish, Argyll PH49 4HR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21365759?s=988a54603b29e0c23e912c3056d28ac381b9910c4d2ee1817e842785f43616e2,56.68243,-5.10556,302b2db6-3f20-40cc-8a82-2966c490baf0,35
36,"2, Elizabeth Place, Ballachulish, Arg PH49 4LQ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21365765?s=f86a54073c6d08e5a4675b53988ef524b7487bdc542cf94ad55547145ce8843f,56.67752,-5.13308,56e323f3-c8bc-47df-b18f-2a7311f08978,36
37,"Croft 11, Glencoe, Ballachulish, Arg PH49 4HP",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21312293?s=3aa129f764324c9c4958be53ab7d9f88814a5b3602ac9b27bce75f916b2807a2,56.68306,-5.10577,1c4cd556-ec44-4de3-ad53-637b1a1efcba,37
38,"Plot 1, 22b, Lower Carnoch, Glencoe, Ballachulish, Arg PH49 4HQ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21283904?s=b8765f04a0cfb1fd99dd9902e2d1d54c293ac214673c8194cab179ba02c53864,56.68308,-5.1012,00e32c05-6f45-4bb0-863d-80e4c89e3ece,38
39,"55, Loan Fern, Ballachulish, Argyll PH49 4JB",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21257321?s=155889caf7b2a2450c8826be6d773ff76d053a62920222e7a3d538a98f1169bf,56.67685,-5.1309,06f89283-154b-4703-af6c-06780a4b25e4,39
40,"21, Park Road, Ballachulish, Argyll PH49 4JS",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21257324?s=2ec5b88ace246707b7582ab1310c80515688011c4c8a16e7335294a2dd6d7238,56.67632,-5.13412,8739189a-637a-4627-9229-3d142a257042,40
41,"Park Road, Ballachulish PH49 4JS",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-19768594?s=f6ba12482a59037f6313d43517b3af5792ed8d32daa5f156ed2e97f9c07ab63f,56.67632,-5.13412,b6e6d367-2c52-459e-820a-80b11c530f0a,41
42,"57, Loan Fern, Ballachulish, Argyll PH49 4JB",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21214217?s=867a8fabaa1362f617b5a02daed984e87d088a6d3cdeb7760174982384f510a9,56.67685,-5.1309,ce38bde5-6d93-40e8-a35a-9c943a8749b3,42
