,address,propertyType,bedrooms,detailUrl,location_lat,location_lng,property_id,index
57,"9-13, Milovaig, Glendale, Isle Of Skye, Inverness-shire IV55 8WR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20270962?s=0cb154c6fee7ed3b842c367e3afc794cffa500a6cc1ce0afe02706bbc8477a18,57.45281,-6.75416,f35e814b-bd1a-46c6-8dde-e63cf70b05c4,57
58,"Harlosh House, Dunvegan, Isle Of Skye, Inverness-shire IV55 8ZG",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20270968?s=840362ef90749d0e7f495fa54f28dbfcbecc844e355957a40060217ed01fd0df,57.38326,-6.5128,5006f08d-4e07-4773-ba5e-deb82ebb4e8e,58
59,"Brae Fasach, Waternish, Isle Of Skye, Inverness IV55 8GD",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20270959?s=e5e45b90a86a6b6ba5cdef5339fd73456f54cf188da77ecf7eff320912a6ca92,57.51429,-6.56343,8793e87b-f02c-475f-bdd9-443682dc2f89,59
60,"2, Ardmorn, Roskhill, Dunvegan, Isle Of Skye IV55 8ZD",Unknown,4.0,https://www.rightmove.co.uk/house-prices/details/scotland-68371910-20270965?s=b9f975ed0bef6106ed949e7266ddbe38f3d83b25f404f7166f76db2e78e59210,57.41504,-6.52972,f8255424-e9da-4cc6-a169-6202cf66e4f0,60
61,"Caladh Na Sith, Roag, Isle Of Skye, Inv IV55 8ZA",Unknown,3.0,https://www.rightmove.co.uk/house-prices/details/scotland-45775530-21681545?s=2bf4261dc8c65406e229c0988b4e44a9ed6da6c97860d68a9bdacd6ff73f7609,57.40279,-6.54503,a758231a-0273-4a66-9daf-2b2cee5d1903,61
62,"2, Dunorin House Hotel, Dunvegan, Isle Of Skye, Inverness IV55 8GZ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21681542?s=95f1c65b95d44e074f0b9774316ea39a27ce73bb0a1ecea4f913e6e67a8e1c8d,57.41406,-6.53676,e37d5bf7-952c-4406-8c62-e15793bddc4f,62
63,"26, Geary, Waternish, Isle Of Skye, Inv IV55 8GQ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21681539?s=d094f284eaca9d15b62d9b1bc4149eab400b34c1bfe77ddfecdb65f43840a835,57.56166,-6.57656,d04d952e-b11d-4788-995c-fd21185a0e55,63
64,"7, Shorelands, Dunhallin, Isle Of Skye IV55 8GH",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21681533?s=3de84e42a34e1169639c262fd7b77a6c15c5f675ac1bb07f2d2c52b422307ec2,57.53619,-6.59444,83088977-cf79-4190-af82-e2c5db057bf9,64
65,"Arosview, Hallin, Isle Of Skye, Inv IV55 8GP",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21681536?s=2e5ef2dfb92489117271c1b4c9fd1f9ac3ad034d5043829d9cec9ac32ad31fa1,57.54999,-6.57108,6a142cd0-265b-418a-8088-b8398289e978,65
66,"8, Dunanellerich, Dunvegan, Isle Of Skye IV55 8ZH",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21659558?s=c0214e72147623620b662d6145d56f2b542f68461a2bd82e6cb83492f58e1a72,57.38446,-6.51961,b0eb4a2c-b8d0-4c6d-bc9d-ee49d6f3f9fa,66
67,"Kilmuir Park, Dunvegan, Isle Of Skye, Inverness IV55 8GU",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-496452?s=6a527959ac21dad0fb51dfc866578ace2cb21661717e9dc547bc28fe093c077c,57.42872,-6.56676,1c999128-1758-48d5-a286-9be4d2dd57b7,67
68,"Croft 20, Ferrinquarrie, Glendale, Isle Of Skye, Inv IV55 8WN",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21629855?s=e8975cc0a7e322ba50ff2f5c8de488cd18a29000a4fb4043616c3f501297caf9,57.4537,-6.71356,12572427-d7a7-46c7-9e92-1a474a8d315a,68
69,"Hallin, Dunvegan, Isle Of Skye, Inv IV55 8GQ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21629849?s=92e11fdd4cb2c84f3b98716cc81293d3a813f5acc64ef517ae56347f4922b759,57.56166,-6.57656,2c3ed6d3-d122-427e-bcde-e78b4dee6511,69
70,"3, Hallin, Dunvegan, Isle Of Skye, Inv IV55 8GW",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21629852?s=0e9a48c7de0f228f75a1867fc550b363a7cb4747bb8389d0b301bf2b86189552,57.55224,-6.6398,f4b27ff0-f618-4603-93e5-6ca3f818f2d1,70
71,"15, Roag, Dunvegan, Isle Of Skye, Inv IV55 8ZA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21599894?s=684a9e026f3c75ebaa37780d02b64868f015bda0cb98efbb67a898379458b3b2,57.40368,-6.54531,2cbfaa9a-c045-4e70-8a84-c4e8bf8a5ff0,71
72,"24 Kilmuir, Dunvegan, Isle Of Skye, Inverness IV55 8GT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21599891?s=107004ed7554bd920ad1ae1255aaa22d126d5fc4619efd19b90b6a5462c74f1b,57.43489,-6.57003,ca6881a5-54f7-4b73-afc3-602166b37024,72
73,"34, Plot E, Waternish, Isle Of Skye IV55 8GD",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20246077?s=d83b38519234616fdee0b4b4171245c44d02a147480b0113e6b875128eff3b51,57.51429,-6.56343,934a4e78-9d50-4733-a413-87db1df9dab2,73
74,"Croft 12, Roag, Isle Of Skye, Inverness-shire IV55 8ZA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20246086?s=e6b6d83305883d2eaf843608ab9343c9df3def3f86c5692591683435d1237640,57.40279,-6.54503,fc083488-ada1-45c9-b23f-76fe701925f4,74
75,"8, Castle Crescent, Dunvegan, Isle Of Skye, Inverness-shire IV55 8WE",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20246080?s=e5375a8b153b931ab9a88460044d6c587ae4209506593b27b8df2e602fc7a719,57.43877,-6.58453,bed8097a-f4a9-465e-bef9-b1bdbef88170,75
76,"8, Upper Milovaig, Glendale, Isle Of Skye, Inverness IV55 8WY",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20246083?s=f8d595f5d358b49df9c8b7e43dbf8aab49a7d36dc6402fad666f367ccee85c0d,57.44764,-6.74331,79258954-b60c-4e86-9944-6a7a3ea82e2d,76
77,"8, Halistra, Waternish, Isle Of Skye, Inverness-shire IV55 8GL",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20215132?s=9b91925aff2073de38f888942bdcca672e73f2852fd605af451dcfa9162465d1,57.54052,-6.60636,a1709505-4a32-4cff-9006-28c2b60458fd,77
78,"14 Husabost, Dunvegan, Isle Of Skye, Inv IV55 8ZU",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20185942?s=959f688a2713e8c2623b26eed26e4f237609721c8fb2652614cf0304099d4f86,57.46287,-6.67535,f4fc7977-d3d1-4068-a146-00ac6896c7a1,78
79,"5 Balmore, Harlosh, Dunvegan, Isle Of Skye, Inverness-shire IV55 8ZG",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20156413?s=b4920a2be3461b913ce8b2c6ffddbb946607f50f8d422493f1673c927204395d,57.38326,-6.5128,8fcc6124-5871-4f34-bab4-9e10236dfc15,79
80,"20, Lochbay, Waternish, Isle Of Skye, Inverness-shire IV55 8GD",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20156407?s=666fa9494b35ed330fd2a533d39ae91e96503e8a981868a3295c4abbb97c1a2e,57.51334,-6.56231,cabb2c7d-5cc9-4f2a-ab46-cc07ca5c0eda,80
81,"3 Gillen, Waternish, Isle Of Skye, Inverness-shire IV55 8GR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20156410?s=33385059571872e4066c78600e5e769726e0739c195635458064b7c379258c12,57.54475,-6.56909,d7cb5c41-3794-4449-8075-f700b8235cff,81
82,"33, Lochbay, Waternish, Isle Of Skye, Inverness IV55 8GD",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20128540?s=eb0fb2168c0a1b6e73e72973f1bc93bb3184c1bcb67915cb15b51193c9344213,57.51429,-6.56343,9785e84f-cdc3-4b3c-a200-20c632898792,82
83,"Beehive, Uiginish, Isle Of Skye, Inv IV55 8ZR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-420819?s=ed56913102d822903129a8861718dbf8cdb28b7a6120a522b9e9c3de5624cb2f,57.43614,-6.59254,90c4768d-9471-43ce-a28b-5aac4212b51f,83
84,"5, Colboost, Glendale, Isle Of Skye IV55 8ZT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-397449?s=64334813aae6447f6e0a0bbbe43e517c82807a6cbb8d5dd93d6594886fe76366,57.44635,-6.65021,e4cca040-4731-4c4a-964d-b39d4de689e1,84
85,"Burnside, 32 Kilmuir, Dunvegan, Isle Of Skye, Inv IV55 8GT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-397443?s=8aabed3d39d5631451121b0c713169986f552b3193de446764225c0de3d3bbb7,57.43489,-6.57003,da0ca91d-b609-48bd-8127-255fb40246f8,85
86,"Loch Bay House, Waternish, Isle Of Skye, Inv IV55 8GA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-397440?s=cad99e47e320d739969f28a89db5fbbbb42129914dc8d3ededa170893fb7e457,57.51557,-6.57262,2118d58d-1397-4022-8156-14bbcb331f5b,86
87,"5, Hazelbank, Colbost, Glendale, Isle Of Skye, Inverness-shire IV55 8ZT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20100913?s=b7e587cae9e4e2ccf6fffc75276d2260e615cc5e6a9e44089dce80a4024a339a,57.44635,-6.65021,39c1d2fb-e1c6-4cc3-8961-d2115d8b4e8b,87
